
1000 0.003725
2000 0.006237
3000 0.014832
4000 0.027287
5000 0.044807
6000 0.066308
7000 0.094743
8000 0.125221
9000 0.162785
10000 0.205539
11000 0.249845
12000 0.303364
13000 0.358567
14000 0.42073
15000 0.487893
16000 0.562743
17000 0.632581
18000 0.71375
19000 0.80031
20000 0.893149
21000 0.986542
22000 1.08645
23000 1.19856
24000 1.30425
25000 1.4192
