
1000 0.00108605
2000 0.00411013
3000 0.009112
4000 0.016582
5000 0.025423
6000 0.036851
7000 0.050307
8000 0.064776
9000 0.082499
10000 0.101053
11000 0.122921
12000 0.145535
13000 0.17079
14000 0.198004
15000 0.227203
16000 0.258552
17000 0.290887
18000 0.325722
19000 0.362522
20000 0.400376
21000 0.444063
22000 0.487566
23000 0.531152
24000 0.576454
25000 0.623446
26000 0.673326
27000 0.729135
28000 0.783412
29000 0.835421
30000 0.894877
