
1000 0.000366
2000 0.000868
3000 0.001292
4000 0.000393
5000 0.000446
6000 0.000564
7000 0.000656
8000 0.000812
9000 0.000925
10000 0.00103
11000 0.001162
12000 0.001243
13000 0.001375
14000 0.001508
15000 0.001609
16000 0.001717
17000 0.001838
18000 0.001981
19000 0.002107
20000 0.002034
21000 0.002154
22000 0.002252
23000 0.002371
24000 0.002395
25000 0.002505
26000 0.002626
27000 0.002808
28000 0.002859
29000 0.003032
30000 0.003012
31000 0.00321
32000 0.003353
33000 0.003792
34000 0.003566
35000 0.003672
36000 0.003906
37000 0.003962
38000 0.004027
39000 0.004157
40000 0.004297
41000 0.004418
42000 0.004536
43000 0.004658
44000 0.004793
45000 0.004935
46000 0.005008
47000 0.005146
48000 0.005299
49000 0.005397
50000 0.005619
51000 0.005669
52000 0.005732
53000 0.005709
54000 0.005952
55000 0.005976
56000 0.00611
57000 0.006284
58000 0.006283
59000 0.006479
60000 0.006579
61000 0.006879
62000 0.006873
63000 0.006954
64000 0.007564
65000 0.007186
66000 0.007314
67000 0.007344
68000 0.007471
69000 0.007623
70000 0.007783
71000 0.007897
72000 0.007979
73000 0.008082
74000 0.00825
75000 0.008406
76000 0.009086
77000 0.008744
78000 0.008752
79000 0.008749
80000 0.008946
81000 0.009008
82000 0.009072
83000 0.009332
84000 0.00947
85000 0.009853
86000 0.009788
87000 0.00976
88000 0.009955
89000 0.010219
90000 0.010251
91000 0.010279
92000 0.010387
93000 0.010519
94000 0.010923
95000 0.011001
96000 0.011006
97000 0.011442
98000 0.01137
99000 0.011405
100000 0.011611
101000 0.011673
102000 0.011793
103000 0.012007
104000 0.012057
105000 0.012216
106000 0.012582
107000 0.012548
108000 0.012679
109000 0.012578
110000 0.013084
111000 0.012832
112000 0.012901
113000 0.013028
114000 0.013217
115000 0.013235
116000 0.013412
117000 0.013856
118000 0.013819
119000 0.013904
120000 0.013864
121000 0.014027
122000 0.014063
123000 0.014289
124000 0.014974
125000 0.014593
126000 0.014606
127000 0.014861
128000 0.014865
129000 0.01492
130000 0.015276
131000 0.015241
132000 0.015352
133000 0.015453
134000 0.015654
135000 0.015818
136000 0.015818
137000 0.016199
138000 0.016044
139000 0.016496
140000 0.016231
141000 0.016541
142000 0.017104
143000 0.016728
144000 0.016816
145000 0.017224
