
10000 0.00134151
20000  0.00288
30000  0.004131
40000  0.006818
50000  0.008514
60000  0.009313
70000  0.0111
80000  0.01364
90000  0.01558
100000  0.018529
110000  0.017051
120000  0.019053
130000  0.021068
140000  0.023425
150000  0.026135
160000  0.027959
170000  0.030299
180000  0.03295
190000  0.036694
200000  0.037946
210000  0.034124
220000  0.037008
230000  0.03819
240000  0.040167
250000  0.043132
260000  0.04448
270000  0.046989
280000  0.049827
290000  0.051695
300000  0.054386
310000  0.056358
320000  0.059447
330000  0.061166
340000  0.064593
350000  0.066304
360000  0.069316
370000  0.071288
380000  0.074837
390000  0.076965
400000  0.080537
410000  0.069507
420000  0.072359
430000  0.073697
440000  0.077143
450000  0.078331
460000  0.081196
470000  0.082538
480000  0.085571
490000  0.086842
500000  0.089409
510000  0.091594
520000  0.093984
530000  0.09613
540000  0.098993
550000  0.101796
560000  0.104559
570000  0.10653
580000  0.108798
590000  0.111984
600000  0.114026
610000  0.116141
620000  0.118693
630000  0.120669
640000  0.123712
650000  0.125674
660000  0.128994
670000  0.131598
680000  0.134076
690000  0.136378
700000  0.13957
