
1000 0.00024244
2000 0.00075257
3000 0.001591
4000 0.002753
5000 0.004299
6000 0.006097
7000 0.008295
8000 0.010726
9000 0.01368
10000 0.016521
11000 0.019964
12000 0.023701
13000 0.027768
14000 0.031862
15000 0.036546
16000 0.041606
17000 0.046574
18000 0.052416
19000 0.058487
20000 0.064378
21000 0.070657
22000 0.077926
23000 0.08524
24000 0.092538
25000 0.100434
26000 0.108364
27000 0.117896
28000 0.125791
29000 0.134771
30000 0.143983
